trial_id,order_id,target,pics,position,focus,prompt,sentence,category,ikemap,ikemas
102,120,縄,nawa.jpeg,utt-initial,out-of-focus,太ももが西村の方に見えますか？,いいえ、太ももが池間の方に見えますよ。,comparison,なーぬどぅ　西村ん　みーらいゆーな？,あらん。なーぬどぅ　池間ん　みーらいゆーい。
8,121,蜘蛛,spider.jpeg,phrase-medial,out-of-focus,カニさんは大きい蜘蛛を見ましたか？,いいえ、マサイさんが大きい蜘蛛を見ましたよ。,experiment,カニがどぅ　がばーん°むー　みーたいな？,あらん。マサイがどぅ　がばーん°むー　みーたいよ。
86,122,猫,cat.jpeg,phrase-medial,out-of-focus,カニさんは大きい猫を見ましたか？,いいえ、マサイさんが大きい猫を見ましたよ。,comparison,カニがどぅ　がばーまゆー　みーたいな？,あらん。マサイがどぅ　がばーまゆー　みーたいよ。
41,123,芋,imo.jpeg,utt-initial,in-focus,何が池間の方に見えますか？,芋が池間の方に見えますよ。,experiment,なうぬどぅ　池間ん　みーらいゆ？,んーぬどぅ　池間ん　みーらいゆーい。
108,124,葉,leaf.jpeg,utt-initial,out-of-focus,葉が西村の方に見えますか？,いいえ、葉が池間の方に見えますよ。,filler,はーぬどぅ　西村ん　みーらいゆーな？,あらん。はーぬどぅ　池間ん　みーらいゆーい。
48,125,巻貝,makigai.jpeg,utt-initial,out-of-focus,巻貝が西村の方に見えますか？,いいえ、巻貝が池間の方に見えますよ。,experiment,んなぬどぅ　西村ん　みーらいゆーな？,あらん。んなぬどぅ　池間ん　みーらいゆーい。
14,126,綱,tsuna.jpeg,phrase-medial,out-of-focus,カニさんは大きい綱を見ましたか？,いいえ、マサイさんが大きい綱を見ましたよ。,experiment,カニがどぅ　がばーん°なう　みーたいな？,あらん。マサイがどぅ　がばーん°なう　みーたいよ。
35,127,草,grass.jpeg,utt-initial,in-focus,何が池間の方に見えますか？,草が池間の方に見えますよ。,experiment,なうぬどぅ　池間ん　みーらいゆ？,っさぬどぅ　池間ん　みーらいゆーい。
141,128,足,foot.jpeg,utt-medial,in-focus,マサイさんは何を見ましたか？,マサイさんは足を見ましたよ。,filler,マサイや　なうゆどぅ　みーたいが？,マサイや　はっじゅどぅ　みーたいよ。
130,129,手,hand.jpeg,utt-medial,out-of-focus,カニさんは手を見ましたか？,いいえ、マサイさんが手を見ましたよ。,filler,カニがどぅ　てぃーゆ　みーたいな？,あらん。マサイがどぅ　てぃーゆ　みーたいよ。
128,130,手,hand.jpeg,phrase-medial,out-of-focus,カニさんは大きい手を見ましたか？,いいえ、マサイさんが大きい手を見ましたよ。,filler,カニがどぅ　がばーてぃーゆ　みーたいな？,あらん。マサイがどぅ　がばーてぃーゆ　みーたいよ。
107,131,葉,leaf.jpeg,utt-initial,in-focus,何が池間の方に見えますか？,葉が池間の方に見えますよ。,filler,なうぬどぅ　池間ん　みーらいゆ？,はーぬどぅ　池間ん　みーらいゆーい。
37,132,芋,imo.jpeg,phrase-medial,in-focus,マサイさんは何を見ましたか？,マサイさんは大きい芋を見ましたよ。,experiment,マサイや　なうゆどぅ　みーたいが？,マサイや　がばーんーぬどぅ　みーたいよ。
131,133,手,hand.jpeg,utt-initial,in-focus,何が池間の方に見えますか？,手が池間の方に見えますよ。,filler,なうぬどぅ　池間ん　みーらいゆ？,てぃーぬどぅ　池間ん　みーらいゆーい。
111,134,鼻,nose.jpeg,utt-medial,in-focus,マサイさんは何を見ましたか？,マサイさんは鼻を見ましたよ。,filler,マサイや　なうゆどぅ　みーたいが？,マサイや　はなうどぅ　みーたいよ。
51,135,みの,mino.jpeg,utt-medial,in-focus,マサイさんは何を見ましたか？,マサイさんはみのを見ましたよ。,experiment,マサイや　なうゆどぅ　みーたいが？,マサイや　んぬーどぅ　みーたいよ。
3,136,雲,cloud.jpeg,utt-medial,in-focus,マサイさんは何を見ましたか？,マサイさんは雲を見ましたよ。,experiment,マサイや　なうゆどぅ　みーたいが？,マサイや　ん°むーどぅ　みーたいよ。
59,137,魚,fish.jpeg,utt-initial,in-focus,何が池間の方に見えますか？,魚が池間の方に見えますよ。,experiment,なうぬどぅ　池間ん　みーらいゆ？,っずぬどぅ　池間ん　みーらいゆーい。
49,138,みの,mino.jpeg,phrase-medial,in-focus,マサイさんは何を見ましたか？,マサイさんは大きいみのを見ましたよ。,experiment,マサイや　なうゆどぅ　みーたいが？,マサイや　がばーんぬーどぅ　みーたいよ。
40,139,芋,imo.jpeg,utt-medial,out-of-focus,カニさんは芋を見ましたか？,いいえ、マサイさんが芋を見ましたよ。,experiment,カニがどぅ　んーぬ　みーたいな？,あらん。マサイがどぅ　んーぬ　みーたいよ。
81,140,おにぎり,onigiri.jpeg,utt-medial,in-focus,マサイさんは何を見ましたか？,マサイさんはおにぎりを見ましたよ。,comparison,マサイや　なうゆどぅ　みーたいが？,マサイや　ぬいゆどぅ　みーたいよ。
88,141,猫,cat.jpeg,utt-medial,out-of-focus,カニさんは猫を見ましたか？,いいえ、マサイさんが猫を見ましたよ。,comparison,カニがどぅ　まゆー　みーたいな？,あらん。マサイがどぅ　まゆー　みーたいよ。
11,142,蜘蛛,spider.jpeg,utt-initial,in-focus,何が池間の方に見えますか？,蜘蛛が池間の方に見えますよ。,experiment,なうぬどぅ　池間ん　みーらいゆ？,ん°むぬどぅ　池間ん　みーらいゆーい。
10,143,蜘蛛,spider.jpeg,utt-medial,out-of-focus,カニさんは蜘蛛を見ましたか？,いいえ、マサイさんが蜘蛛を見ましたよ。,experiment,カニがどぅ　ん°むー　みーたいな？,あらん。マサイがどぅ　ん°むー　みーたいよ。
9,144,蜘蛛,spider.jpeg,utt-medial,in-focus,マサイさんは何を見ましたか？,マサイさんは蜘蛛を見ましたよ。,experiment,マサイや　なうゆどぅ　みーたいが？,マサイや　ん°むーどぅ　みーたいよ。
84,145,おにぎり,onigiri.jpeg,utt-initial,out-of-focus,おにぎりが西村の方に見えますか？,いいえ、おにぎりが池間の方に見えますよ。,comparison,ぬいぬどぅ　西村ん　みーらいゆーな？,あらん。ぬいぬどぅ　池間ん　みーらいゆーい。
133,146,目,eye.jpeg,phrase-medial,in-focus,マサイさんは何を見ましたか？,マサイさんは大きい目を見ましたよ。,filler,マサイや　なうゆどぅ　みーたいが？,マサイや　がばーみーゆどぅ　みーたいよ。
97,147,縄,nawa.jpeg,phrase-medial,in-focus,マサイさんは何を見ましたか？,マサイさんは大きい縄を見ましたよ。,comparison,マサイや　なうゆどぅ　みーたいが？,マサイや　がばーなーゆどぅ　みーたいよ。
103,148,葉,leaf.jpeg,phrase-medial,in-focus,マサイさんは何を見ましたか？,マサイさんは大きい葉を見ましたよ。,filler,マサイや　なうゆどぅ　みーたいが？,マサイや　がばーはーゆどぅ　みーたいよ。
149,149,しっぽ,tail.jpeg,utt-initial,in-focus,何が池間の方に見えますか？,しっぽが池間の方に見えますよ。,filler,なうぬどぅ　池間ん　みーらいゆ？,じゅーぬどぅ　池間ん　みーらいゆーい。
20,150,角,horn.jpeg,phrase-medial,out-of-focus,カニさんは大きい角を見ましたか？,いいえ、マサイさんが大きい角を見ましたよ。,experiment,カニがどぅ　がばーん°ぬう　みーたいな？,あらん。マサイがどぅ　がばーん°ぬう　みーたいよ。
73,151,波,nami.jpeg,phrase-medial,in-focus,マサイさんは何を見ましたか？,マサイさんは大きい波を見ましたよ。,comparison,マサイや　なうゆどぅ　みーたいが？,マサイや　がばーなんぬどぅ　みーたいよ。
70,152,凪,nagi.jpeg,utt-medial,out-of-focus,カニさんは凪を見ましたか？,いいえ、マサイさんが凪を見ましたよ。,comparison,カニがどぅ　なぎゅー　みーたいな？,あらん。マサイがどぅ　なぎゅー　みーたいよ。
30,153,舌,tongue.jpeg,utt-initial,out-of-focus,舌が西村の方に見えますか？,いいえ、舌が池間の方に見えますよ。,experiment,ったぬどぅ　西村ん　みーらいゆーな？,あらん。ったぬどぅ　池間ん　みーらいゆーい。
80,154,おにぎり,onigiri.jpeg,phrase-medial,out-of-focus,カニさんは大きいおにぎりを見ましたか？,いいえ、マサイさんが大きいおにぎりを見ましたよ。,comparison,カニがどぅ　がばーぬいゆ　みーたいな？,あらん。マサイがどぅ　がばーぬいゆ　みーたいよ。
101,155,縄,nawa.jpeg,utt-initial,in-focus,何が池間の方に見えますか？,縄が池間の方に見えますよ。,comparison,なうぬどぅ　池間ん　みーらいゆ？,なーぬどぅ　池間ん　みーらいゆーい。
69,156,凪,nagi.jpeg,utt-medial,in-focus,マサイさんは何を見ましたか？,マサイさんは凪を見ましたよ。,comparison,マサイや　なうゆどぅ　みーたいが？,マサイや　なぎゅーどぅ　みーたいよ。
